,Route,ID,Avg Stars,Grade,Length,Area Latitude,Area Longitude,StarRatings,SuggestedRatings,OnToDoLists,Ticks,Log StarRatings,Log Ticks,Log Avg Stars,Log Length,Log Grade,Log OnToDoLists,Sqrt StarRatings,Sqrt Ticks,Sqrt Avg Stars,Sqrt Length,Sqrt Grade
256,Too Big To Flail,111711154,3.0,10.25,55.0,37.33559,-118.57679,1,1,14,0,0.30102999566398114,0.0,0.6020599913279623,1.7481880270062005,1.0881360887005511,1.1760912590556811,1.0,0.0,1.7320508075688772,7.416198487095663,3.3541019662496847
257,Rex Kwon Do,114104084,4.0,10.0,15.0,37.31789000000001,-118.58488,2,2,4,1,0.47712125471966244,0.30102999566398114,0.6989700043360187,1.2041199826559246,1.0791812460476247,0.6989700043360187,1.4142135623730951,1.0,2.0,3.872983346207417,3.3166247903554
258,Constellation,112384379,2.0,10.5,25.0,37.32996,-118.57784,1,1,2,0,0.30102999566398114,0.0,0.47712125471966244,1.414973347970818,1.0969100130080565,0.47712125471966244,1.0,0.0,1.4142135623730951,5.0,3.391164991562634
259,Thunderbird,114106239,2.0,11.0,15.0,37.32837,-118.57479,1,1,3,0,0.30102999566398114,0.0,0.47712125471966244,1.2041199826559246,1.1139433523068367,0.6020599913279623,1.0,0.0,1.4142135623730951,3.872983346207417,3.4641016151377544
260,Ambrosia,110088205,4.0,11.25,55.0,37.32817,-118.57477,1,1,20,2,0.30102999566398114,0.47712125471966244,0.6989700043360187,1.7481880270062005,1.1222158782728264,1.322219294733919,1.0,1.4142135623730951,2.0,7.416198487095663,3.5
261,La Belette,114067527,2.0,11.0,12.0,37.32817,-118.57477,2,2,2,1,0.47712125471966244,0.30102999566398114,0.47712125471966244,1.1139433523068367,1.1139433523068367,0.47712125471966244,1.4142135623730951,1.0,1.4142135623730951,3.4641016151377544,3.4641016151377544
262,Butterfinger,115681926,3.0,11.0,30.0,37.32909,-118.57492,1,1,0,0,0.30102999566398114,0.0,0.6020599913279623,1.4913616938342726,1.1139433523068367,0.0,1.0,0.0,1.7320508075688772,5.477225575051661,3.4641016151377544
263,Sex Kitten,115394196,4.0,11.0,25.0,37.33501,-118.55503,1,1,3,1,0.30102999566398114,0.30102999566398114,0.6989700043360187,1.414973347970818,1.1139433523068367,0.6020599913279623,1.0,1.0,2.0,5.0,3.4641016151377544
264,Haroun & the Sea of Stories,106070952,4.0,11.5,20.0,37.33057,-118.57834,4,2,21,2,0.6989700043360187,0.47712125471966244,0.6989700043360187,1.322219294733919,1.1303337684950059,1.3424226808222062,2.0,1.4142135623730951,2.0,4.47213595499958,3.5355339059327378
265,The Mandala,105908186,3.3,11.75,20.0,37.32909,-118.57492,4,2,37,4,0.6989700043360187,0.6989700043360187,0.6334684555795864,1.322219294733919,1.1383026981662814,1.57978359661681,2.0,2.0,1.816590212458495,4.47213595499958,3.570714214271425
266,Michael Caine Sit Start,113891171,2.0,12.0,15.0,37.3388,-118.5776,1,1,0,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,1.2041199826559246,1.1461280356782377,0.0,1.0,1.0,1.4142135623730951,3.872983346207417,3.605551275463989
267,Mystery,109563866,4.0,12.0,30.0,37.32837,-118.57479,1,1,11,0,0.30102999566398114,0.0,0.6989700043360187,1.4913616938342726,1.1461280356782377,1.0791812460476247,1.0,0.0,2.0,5.477225575051661,3.605551275463989
268,Baburre,114106367,2.0,12.0,25.0,37.32837,-118.57479,1,1,1,0,0.30102999566398114,0.0,0.47712125471966244,1.414973347970818,1.1461280356782377,0.30102999566398114,1.0,0.0,1.4142135623730951,5.0,3.605551275463989
269,Rastaman Vibration,110088242,2.5,12.0,50.0,37.32817,-118.57477,2,1,3,0,0.47712125471966244,0.0,0.5440680443502756,1.7075701760979363,1.1461280356782377,0.6020599913279623,1.4142135623730951,0.0,1.5811388300841898,7.0710678118654755,3.605551275463989
270,Form Destroyer,111711761,3.0,12.0,10.0,37.33673,-118.57572,1,1,7,0,0.30102999566398114,0.0,0.6020599913279623,1.041392685158225,1.1461280356782377,0.9030899869919434,1.0,0.0,1.7320508075688772,3.1622776601683795,3.605551275463989
271,A Maze of Death,114104119,4.0,12.0,14.0,37.31926,-118.58563999999998,2,1,13,1,0.47712125471966244,0.30102999566398114,0.6989700043360187,1.1760912590556811,1.1461280356782377,1.1461280356782377,1.4142135623730951,1.0,2.0,3.7416573867739413,3.605551275463989
272,Evilution,105908296,4.0,12.5,55.0,37.32817,-118.57477,5,1,40,4,0.7781512503836435,0.6989700043360187,0.6989700043360187,1.7481880270062005,1.1613680022349748,1.6127838567197355,2.23606797749979,2.0,2.0,7.416198487095663,3.6742346141747673
273,Direction,115681899,3.0,13.25,50.0,37.32837,-118.57479,1,1,2,0,0.30102999566398114,0.0,0.6020599913279623,1.7075701760979363,1.1832698436828044,0.47712125471966244,1.0,0.0,1.7320508075688772,7.0710678118654755,3.774917217635375
274,Buttermilker,109630293,4.0,13.0,20.0,37.32863,-118.57634,1,1,14,0,0.30102999566398114,0.0,0.6989700043360187,1.322219294733919,1.1760912590556811,1.1760912590556811,1.0,0.0,2.0,4.47213595499958,3.7416573867739413
275,The Beautiful and Damned,114104188,3.0,13.0,35.0,37.31797,-118.58542,1,1,2,0,0.30102999566398114,0.0,0.6020599913279623,1.556302500767287,1.1760912590556811,0.47712125471966244,1.0,0.0,1.7320508075688772,5.916079783099616,3.7416573867739413
276,The Swarm Direct,112499951,3.0,13.5,25.0,37.33726,-118.57588,1,1,3,0,0.30102999566398114,0.0,0.6020599913279623,1.414973347970818,1.1903316981702914,0.6020599913279623,1.0,0.0,1.7320508075688772,5.0,3.8078865529319543
277,The Swarm,111726081,4.0,14.0,20.0,37.33726,-118.57588,1,1,17,0,0.30102999566398114,0.0,0.6989700043360187,1.322219294733919,1.2041199826559246,1.2552725051033058,1.0,0.0,2.0,4.47213595499958,3.872983346207417
278,Tribal Wisdom,107032674,2.0,-0.75,20.0,37.30744,-118.43635,1,2,0,4,0.30102999566398114,0.6989700043360187,0.47712125471966244,1.322219294733919,0.0969100130080564,0.0,1.0,2.0,1.4142135623730951,4.47213595499958,0.5
279,Downclimb,108593006,2.0,-1.0,18.0,37.30744,-118.43635,4,2,1,4,0.6989700043360187,0.6989700043360187,0.47712125471966244,1.2787536009528289,0.0,0.30102999566398114,2.0,2.0,1.4142135623730951,4.242640687119285,0.0
280,Quadraphenia,109724224,2.0,-1.0,25.0,37.30808,-118.43306,2,2,1,2,0.47712125471966244,0.47712125471966244,0.47712125471966244,1.414973347970818,0.0,0.30102999566398114,1.4142135623730951,1.4142135623730951,1.4142135623730951,5.0,0.0
281,Problem C,109724323,2.0,-1.0,12.0,37.30782,-118.43311,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.0,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,0.0
282,Problem D,109724415,2.0,-1.0,12.0,37.30782,-118.43311,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.0,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,0.0
283,Problem A,109724456,1.0,-1.0,10.0,37.30774,-118.43238,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.0,0.30102999566398114,1.0,1.4142135623730951,1.0,3.1622776601683795,0.0
284,Problem B,109724474,1.0,-1.0,10.0,37.30769,-118.43245,1,1,1,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.041392685158225,0.0,0.30102999566398114,1.0,1.7320508075688772,1.0,3.1622776601683795,0.0
285,Problem B,109724493,1.0,-1.0,10.0,37.30754,-118.43258,1,1,0,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.041392685158225,0.0,0.0,1.0,1.7320508075688772,1.0,3.1622776601683795,0.0
286,The Eyes,109731518,3.0,-1.0,12.0,37.30749,-118.43253,1,1,4,4,0.30102999566398114,0.6989700043360187,0.6020599913279623,1.1139433523068367,0.0,0.6989700043360187,1.0,2.0,1.7320508075688772,3.4641016151377544,0.0
287,Problem B,109731525,2.0,-1.0,10.0,37.30749,-118.43253,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.041392685158225,0.0,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,3.1622776601683795,0.0
288,Lip Traverse,109731541,2.0,-1.0,15.0,37.30749,-118.43253,1,1,2,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2041199826559246,0.0,0.47712125471966244,1.0,1.4142135623730951,1.4142135623730951,3.872983346207417,0.0
289,Norse Crack,108538714,1.0,-1.0,10.0,37.30705,-118.43774,3,2,0,8,0.6020599913279623,0.9542425094393249,0.30102999566398114,1.041392685158225,0.0,0.0,1.7320508075688772,2.8284271247461903,1.0,3.1622776601683795,0.0
290,Problem A,112792995,1.0,-1.0,8.0,37.30705,-118.43774,1,1,0,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,0.9542425094393249,0.0,0.0,1.0,1.7320508075688772,1.0,2.8284271247461903,0.0
291,Galar,108593116,2.0,-1.0,16.0,37.30776,-118.4374,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2304489213782739,0.0,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,4.0,0.0
292,Problem C,108593139,1.0,-1.0,20.0,37.30776,-118.4374,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.322219294733919,0.0,0.30102999566398114,1.0,1.4142135623730951,1.0,4.47213595499958,0.0
293,Goi,108620978,2.0,-1.0,15.0,37.30716,-118.43604,1,1,0,3,0.30102999566398114,0.6020599913279623,0.47712125471966244,1.2041199826559246,0.0,0.0,1.0,1.7320508075688772,1.4142135623730951,3.872983346207417,0.0
294,Frilla,108620984,1.0,-1.0,12.0,37.30716,-118.43604,1,1,0,3,0.30102999566398114,0.6020599913279623,0.30102999566398114,1.1139433523068367,0.0,0.0,1.0,1.7320508075688772,1.0,3.4641016151377544,0.0
295,Problem B,108620995,1.0,-1.0,12.0,37.30716,-118.43604,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.1139433523068367,0.0,0.0,1.0,1.4142135623730951,1.0,3.4641016151377544,0.0
296,Everlasting Soul,108592991,2.0,-0.25,20.0,37.30744,-118.43635,2,1,2,3,0.47712125471966244,0.6020599913279623,0.47712125471966244,1.322219294733919,0.24303804868629442,0.47712125471966244,1.4142135623730951,1.7320508075688772,1.4142135623730951,4.47213595499958,0.8660254037844386
297,Problem A,109724468,1.0,-0.25,10.0,37.30769,-118.43245,1,1,2,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.24303804868629442,0.47712125471966244,1.0,1.4142135623730951,1.0,3.1622776601683795,0.8660254037844386
298,Problem A,109731467,1.0,-0.25,10.0,37.30749,-118.43253,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.24303804868629442,0.30102999566398114,1.0,1.4142135623730951,1.0,3.1622776601683795,0.8660254037844386
299,Dermatitis,109731485,2.0,-0.25,12.0,37.30749,-118.43253,1,1,4,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.24303804868629442,0.6989700043360187,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,0.8660254037844386
300,Erik Bloody Axe,107530064,1.0,-0.25,15.0,37.30703,-118.43756,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2041199826559246,0.24303804868629442,0.30102999566398114,1.0,1.4142135623730951,1.0,3.872983346207417,0.8660254037844386
301,Problem A,108593124,1.0,-0.25,16.0,37.30776,-118.4374,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2304489213782739,0.24303804868629442,0.0,1.0,1.4142135623730951,1.0,4.0,0.8660254037844386
302,Wicca Tower,107530006,2.0,-0.25,20.0,37.3076,-118.43503,5,2,2,6,0.7781512503836435,0.8450980400142567,0.47712125471966244,1.322219294733919,0.24303804868629442,0.47712125471966244,2.23606797749979,2.449489742783178,1.4142135623730951,4.47213595499958,0.8660254037844386
303,Sun Circle,108620905,2.0,0.0,18.0,37.30718,-118.43633,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2787536009528289,0.30102999566398114,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,4.242640687119285,1.0
304,Mothers of Perpetual Indulgence,109724177,2.6,0.0,12.0,37.30792,-118.43255,7,1,6,18,0.9030899869919434,1.2787536009528289,0.5563025007672872,1.1139433523068367,0.30102999566398114,0.8450980400142567,2.6457513110645907,4.242640687119285,1.61245154965971,3.4641016151377544,1.0
305,Erect,109724237,2.5,0.0,15.0,37.30808,-118.43306,2,2,2,4,0.47712125471966244,0.6989700043360187,0.5440680443502756,1.2041199826559246,0.30102999566398114,0.47712125471966244,1.4142135623730951,2.0,1.5811388300841898,3.872983346207417,1.0
306,Problem A,109724486,2.0,0.0,10.0,37.30754,-118.43258,1,1,2,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.041392685158225,0.30102999566398114,0.47712125471966244,1.0,1.4142135623730951,1.4142135623730951,3.1622776601683795,1.0
307,Psoriasis,109731479,2.0,0.0,12.0,37.30749,-118.43253,1,1,3,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.30102999566398114,0.6020599913279623,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,1.0
308,Erik the Bolder,114076668,2.0,0.0,8.0,37.3072,-118.43735,1,1,0,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,0.9542425094393249,0.30102999566398114,0.0,1.0,1.0,1.4142135623730951,2.8284271247461903,1.0
309,The Vibe,108538917,1.8,0.0,10.0,37.30758,-118.4365,6,1,0,13,0.8450980400142567,1.1461280356782377,0.44715803134221915,1.041392685158225,0.30102999566398114,0.0,2.449489742783178,3.605551275463989,1.3416407864998738,3.1622776601683795,1.0
310,Problem B,108620964,1.0,0.0,20.0,37.30727,-118.4362,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.322219294733919,0.30102999566398114,0.0,1.0,0.0,1.0,4.47213595499958,1.0
311,Problem C,108620969,1.0,0.0,20.0,37.30727,-118.4362,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.322219294733919,0.30102999566398114,0.0,1.0,0.0,1.0,4.47213595499958,1.0
312,Scoop,108621085,3.0,0.0,10.0,37.30711,-118.43563,1,1,3,2,0.30102999566398114,0.47712125471966244,0.6020599913279623,1.041392685158225,0.30102999566398114,0.6020599913279623,1.0,1.4142135623730951,1.7320508075688772,3.1622776601683795,1.0
313,Jormungand,107032686,2.7,0.5,20.0,37.30744,-118.43635,3,4,4,3,0.6020599913279623,0.6020599913279623,0.568201724066995,1.322219294733919,0.3979400086720376,0.6989700043360187,1.7320508075688772,1.7320508075688772,1.6431676725154984,4.47213595499958,1.224744871391589
314,Celtic Soul Rebel,114076678,2.0,0.25,9.0,37.3072,-118.43735,1,1,1,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,1.0,0.3521825181113625,0.30102999566398114,1.0,1.0,1.4142135623730951,3.0,1.118033988749895
315,Antiquities of Cornwall,108538842,1.5,0.25,15.0,37.30753,-118.43634,2,1,0,2,0.47712125471966244,0.47712125471966244,0.3979400086720376,1.2041199826559246,0.3521825181113625,0.0,1.4142135623730951,1.4142135623730951,1.224744871391589,3.872983346207417,1.118033988749895
316,Unnamed,114076685,2.0,0.5,8.0,37.3072,-118.43735,1,1,1,0,0.30102999566398114,0.0,0.47712125471966244,0.9542425094393249,0.3979400086720376,0.30102999566398114,1.0,0.0,1.4142135623730951,2.8284271247461903,1.224744871391589
317,Problem A,108620989,2.0,0.75,12.0,37.30716,-118.43604,1,1,3,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.4393326938302626,0.6020599913279623,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,1.3228756555322954
318,Blood Kin,107032693,3.6,1.0,18.0,37.30744,-118.43635,15,6,40,20,1.2041199826559246,1.322219294733919,0.662757831681574,1.2787536009528289,0.47712125471966244,1.6127838567197355,3.872983346207417,4.47213595499958,1.8973665961010275,4.242640687119285,1.4142135623730951
319,Problem A,108592923,1.5,1.0,16.0,37.30733,-118.4365,2,1,0,2,0.47712125471966244,0.47712125471966244,0.3979400086720376,1.2304489213782739,0.47712125471966244,0.0,1.4142135623730951,1.4142135623730951,1.224744871391589,4.0,1.4142135623730951
320,Frey,108620684,1.0,1.0,16.0,37.30736,-118.43648,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2304489213782739,0.47712125471966244,0.0,1.0,1.4142135623730951,1.0,4.0,1.4142135623730951
321,You Can Cry If You Want To,107032732,2.8,1.0,15.0,37.30792,-118.43255,9,4,6,16,1.0,1.2304489213782739,0.57978359661681,1.2041199826559246,0.47712125471966244,0.8450980400142567,3.0,4.0,1.6733200530681511,3.872983346207417,1.4142135623730951
322,There Is No Party (Right),107032743,2.9,1.0,15.0,37.30792,-118.43255,17,5,7,28,1.2552725051033058,1.462397997898956,0.5910646070264991,1.2041199826559246,0.47712125471966244,0.9030899869919434,4.123105625617661,5.291502622129181,1.70293863659264,3.872983346207417,1.4142135623730951
323,Problem A,109724305,1.0,1.0,10.0,37.30782,-118.43311,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.47712125471966244,0.0,1.0,1.4142135623730951,1.0,3.1622776601683795,1.4142135623730951
324,Hueco Problem,109731547,2.0,1.0,12.0,37.30749,-118.43253,1,1,2,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.47712125471966244,0.47712125471966244,1.0,1.4142135623730951,1.4142135623730951,3.4641016151377544,1.4142135623730951
325,Mister Gorgeous,114076715,2.0,1.0,20.0,37.30703,-118.43756,1,1,0,0,0.30102999566398114,0.0,0.47712125471966244,1.322219294733919,0.47712125471966244,0.0,1.0,0.0,1.4142135623730951,4.47213595499958,1.4142135623730951
326,Gunhild,114076732,2.0,1.0,15.0,37.30703,-118.43756,1,1,0,1,0.30102999566398114,0.30102999566398114,0.47712125471966244,1.2041199826559246,0.47712125471966244,0.0,1.0,1.0,1.4142135623730951,3.872983346207417,1.4142135623730951
327,Finland,108593042,2.0,1.0,25.0,37.30761,-118.43721,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.414973347970818,0.47712125471966244,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,5.0,1.4142135623730951
328,Stavros,107203702,1.8,1.0,6.0,37.3071,-118.435,13,2,1,19,1.1461280356782377,1.301029995663981,0.44715803134221915,0.8450980400142567,0.47712125471966244,0.30102999566398114,3.605551275463989,4.358898943540674,1.3416407864998738,2.449489742783178,1.4142135623730951
329,Problem A,112348224,3.0,1.25,15.0,37.30792,-118.43255,1,1,2,6,0.30102999566398114,0.8450980400142567,0.6020599913279623,1.2041199826559246,0.5118833609788743,0.47712125471966244,1.0,2.449489742783178,1.7320508075688772,3.872983346207417,1.5
330,Through the Heart,106126770,2.1,1.5,12.0,37.30698,-118.43702,21,8,3,31,1.3424226808222062,1.5051499783199058,0.49136169383427264,1.1139433523068367,0.5440680443502756,0.6020599913279623,4.58257569495584,5.5677643628300215,1.449137674618944,3.4641016151377544,1.5811388300841898
331,On a Whim,114101179,2.0,1.5,8.0,37.30711,-118.43563,1,1,0,0,0.30102999566398114,0.0,0.47712125471966244,0.9542425094393249,0.5440680443502756,0.0,1.0,0.0,1.4142135623730951,2.8284271247461903,1.5811388300841898
332,"Woodman, Woodman...",106279116,1.5,2.0,15.0,37.30698,-118.43702,2,1,1,1,0.47712125471966244,0.30102999566398114,0.3979400086720376,1.2041199826559246,0.6020599913279623,0.30102999566398114,1.4142135623730951,1.0,1.224744871391589,3.872983346207417,1.7320508075688772
333,Trollkind,114101259,1.5,2.0,6.0,37.30698,-118.43702,2,2,1,0,0.47712125471966244,0.0,0.3979400086720376,0.8450980400142567,0.6020599913279623,0.30102999566398114,1.4142135623730951,0.0,1.224744871391589,2.449489742783178,1.7320508075688772
334,Well of Weird,108592930,2.0,2.0,16.0,37.30733,-118.4365,2,1,2,5,0.47712125471966244,0.7781512503836435,0.47712125471966244,1.2304489213782739,0.6020599913279623,0.47712125471966244,1.4142135623730951,2.23606797749979,1.4142135623730951,4.0,1.7320508075688772
335,Winter Sun,108620915,2.5,2.0,12.0,37.30718,-118.43633,2,1,2,3,0.47712125471966244,0.6020599913279623,0.5440680443502756,1.1139433523068367,0.6020599913279623,0.47712125471966244,1.4142135623730951,1.7320508075688772,1.5811388300841898,3.4641016151377544,1.7320508075688772
336,The Ice Shirt,108620929,1.0,2.0,15.0,37.30718,-118.43633,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2041199826559246,0.6020599913279623,0.30102999566398114,1.0,1.4142135623730951,1.0,3.872983346207417,1.7320508075688772
337,There Is No Party (Left Variation),107032753,3.0,2.0,15.0,37.30792,-118.43255,13,4,5,22,1.1461280356782377,1.3617278360175928,0.6020599913279623,1.2041199826559246,0.6020599913279623,0.7781512503836435,3.605551275463989,4.69041575982343,1.7320508075688772,3.872983346207417,1.7320508075688772
338,Pretty In Pink,107032758,3.1,2.0,12.0,37.30792,-118.43255,12,3,6,20,1.1139433523068367,1.322219294733919,0.6127838567197355,1.1139433523068367,0.6020599913279623,0.8450980400142567,3.4641016151377544,4.47213595499958,1.760681686165901,3.4641016151377544,1.7320508075688772
339,On The Edge,109724265,2.0,2.0,15.0,37.30782,-118.43321,1,1,2,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2041199826559246,0.6020599913279623,0.47712125471966244,1.0,1.4142135623730951,1.4142135623730951,3.872983346207417,1.7320508075688772
340,If It's Not Norse It's Scottish,108538721,2.0,2.0,8.0,37.30705,-118.43774,3,1,1,6,0.6020599913279623,0.8450980400142567,0.47712125471966244,0.9542425094393249,0.6020599913279623,0.30102999566398114,1.7320508075688772,2.449489742783178,1.4142135623730951,2.8284271247461903,1.7320508075688772
341,Able-Bodied Goblin,112529729,2.2,2.0,8.0,37.30758,-118.4365,10,4,4,12,1.041392685158225,1.1139433523068367,0.5051499783199059,0.9542425094393249,0.6020599913279623,0.6989700043360187,3.1622776601683795,3.4641016151377544,1.4832396974191326,2.8284271247461903,1.7320508075688772
342,E3 5c,10859302935,1.0,2.0,20.0,37.30758,-118.43728,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.322219294733919,0.6020599913279623,0.0,1.0,1.4142135623730951,1.0,4.47213595499958,1.7320508075688772
343,Problem B,108593131,1.0,2.0,16.0,37.30776,-118.4374,1,1,1,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.2304489213782739,0.6020599913279623,0.30102999566398114,1.0,1.4142135623730951,1.0,4.0,1.7320508075688772
344,Problem A,108620958,1.0,2.25,20.0,37.30727,-118.4362,1,1,0,0,0.30102999566398114,0.0,0.30102999566398114,1.322219294733919,0.6283889300503115,0.0,1.0,0.0,1.0,4.47213595499958,1.8027756377319946
345,Death Mantel,108621000,1.0,2.0,10.0,37.30716,-118.43604,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.041392685158225,0.6020599913279623,0.0,1.0,1.4142135623730951,1.0,3.1622776601683795,1.7320508075688772
346,Re-write History,108621092,1.0,2.0,15.0,37.30711,-118.43541,2,1,0,3,0.47712125471966244,0.6020599913279623,0.30102999566398114,1.2041199826559246,0.6020599913279623,0.0,1.4142135623730951,1.7320508075688772,1.0,3.872983346207417,1.7320508075688772
347,Yggdrassil,108592941,1.7,2.25,16.0,37.30733,-118.4365,3,1,3,4,0.6020599913279623,0.6989700043360187,0.4313637641589873,1.2304489213782739,0.6283889300503115,0.6020599913279623,1.7320508075688772,2.0,1.3038404810405297,4.0,1.8027756377319946
348,Ainvar,108538909,1.9,2.25,8.0,37.30758,-118.4365,13,3,2,19,1.1461280356782377,1.301029995663981,0.462397997898956,0.9542425094393249,0.6283889300503115,0.47712125471966244,3.605551275463989,4.358898943540674,1.378404875209022,2.8284271247461903,1.8027756377319946
349,Fear of the Unknown,107009299,3.5,3.0,17.0,37.30698,-118.43702,10,5,14,10,1.041392685158225,1.041392685158225,0.6532125137753436,1.2552725051033058,0.6989700043360187,1.1760912590556811,3.1622776601683795,3.1622776601683795,1.8708286933869707,4.123105625617661,2.0
350,Netherworld,109724071,2.0,3.0,10.0,37.30792,-118.43255,2,1,1,1,0.47712125471966244,0.30102999566398114,0.47712125471966244,1.041392685158225,0.6989700043360187,0.30102999566398114,1.4142135623730951,1.0,1.4142135623730951,3.1622776601683795,2.0
351,Good World,109724172,2.5,3.0,10.0,37.30792,-118.43255,2,1,3,7,0.47712125471966244,0.9030899869919434,0.5440680443502756,1.041392685158225,0.6989700043360187,0.6020599913279623,1.4142135623730951,2.6457513110645907,1.5811388300841898,3.1622776601683795,2.0
352,There is no Party Left (variation),109724191,2.8,3.0,15.0,37.30792,-118.43255,4,1,2,8,0.6989700043360187,0.9542425094393249,0.57978359661681,1.2041199826559246,0.6989700043360187,0.47712125471966244,2.0,2.8284271247461903,1.6733200530681511,3.872983346207417,2.0
353,Thunder,106079188,3.4,3.0,11.0,37.30761,-118.43628,59,16,49,73,1.7781512503836434,1.8692317197309762,0.6434526764861874,1.0791812460476247,0.6989700043360187,1.6989700043360185,7.681145747868608,8.54400374531753,1.8439088914585775,3.3166247903554,2.0
354,Missack,108621009,2.0,3.0,12.0,37.30711,-118.43566,3,3,3,3,0.6020599913279623,0.6020599913279623,0.47712125471966244,1.1139433523068367,0.6989700043360187,0.6020599913279623,1.7320508075688772,1.7320508075688772,1.4142135623730951,3.4641016151377544,2.0
355,Lollipop,108621114,1.5,3.0,10.0,37.3071,-118.435,4,1,1,5,0.6989700043360187,0.7781512503836435,0.3979400086720376,1.041392685158225,0.6989700043360187,0.30102999566398114,2.0,2.23606797749979,1.224744871391589,3.1622776601683795,2.0
356,Halfway House,112776229,2.0,3.0,15.0,37.30959,-118.4361,1,1,0,0,0.30102999566398114,0.0,0.47712125471966244,1.2041199826559246,0.6989700043360187,0.0,1.0,0.0,1.4142135623730951,3.872983346207417,2.0
357,Blood Kin Sit,107032713,3.0,4.0,18.0,37.30744,-118.43635,5,5,6,5,0.7781512503836435,0.7781512503836435,0.6020599913279623,1.2787536009528289,0.7781512503836435,0.8450980400142567,2.23606797749979,2.23606797749979,1.7320508075688772,4.242640687119285,2.23606797749979
358,Truth Crushed to Earth Will Rise Again,108592964,2.0,4.0,15.0,37.30736,-118.43648,2,1,2,3,0.47712125471966244,0.6020599913279623,0.47712125471966244,1.2041199826559246,0.7781512503836435,0.47712125471966244,1.4142135623730951,1.7320508075688772,1.4142135623730951,3.872983346207417,2.23606797749979
359,Sheep Cat Lives On,108620741,2.0,4.25,25.0,37.30736,-118.43648,1,1,0,0,0.30102999566398114,0.0,0.47712125471966244,1.414973347970818,0.7958800173440752,0.0,1.0,0.0,1.4142135623730951,5.0,2.29128784747792
360,Problem A,108620746,1.0,4.0,12.0,37.30736,-118.43648,1,1,0,2,0.30102999566398114,0.47712125471966244,0.30102999566398114,1.1139433523068367,0.7781512503836435,0.0,1.0,1.4142135623730951,1.0,3.4641016151377544,2.23606797749979
361,Dreams of Winter,108620922,2.0,4.0,15.0,37.30718,-118.43633,1,1,1,2,0.30102999566398114,0.47712125471966244,0.47712125471966244,1.2041199826559246,0.7781512503836435,0.30102999566398114,1.0,1.4142135623730951,1.4142135623730951,3.872983346207417,2.23606797749979
